commentaire,date,endDate,evenement,startDate
,19 mai 1308,1308.0,"Fondation du collège de Bayeux, rue de la Harpe.",1308.0
,25 mai 1308,1308.0,"Terrible orage avec grêle, neige et vent.",1308.0
,15 août 1308,1308.0,L'évêque Guichard de Troyes est arrêté et transféré au Louvre.,1308.0
,6 octobre 1308,1308.0,Début du procès public de Guichard de Troyes dans les jardins du Palais.,1308.0
,27 novembre 1308,1308.0,Amaury de Nesle vend au roi son hôtel pour 5 000 livres.,1308.0
,Début février 1309,1309.0,"Mort de Marguerite de Clermont, femme de Jean de Namur.",1309.0
,20 mars 1309,1309.0,"Les réquisitions pour ""droit de prise"" sont désormais réglementées.",1309.0
,Avril 1309,1309.0,"Fondation du nouveau monastère des Carmes, place Maubert.",1309.0
,8 août 1309,1309.0,Début de l'enquête de la commission pontificale de Paris au sujet des templiers.,1309.0
,30 octobre 1309,1309.0,Violente tempête sur la région parisienne.,1309.0
,26 et 28 nov. 1309,1309.0,"Interrogatoire de Jacques de Molay, grand-maître de l'ordre des templiers.",1309.0
,Mars 1310,1310.0,589 templiers sont transférés à Paris.,1310.0
,11-23 avril 1310,1310.0,"Conseil des évêques de la province de Sens, relatif aux crimes des templiers.",1310.0
,12 mai 1310,1310.0,54 templiers relaps sont brûlés près du moulin Saint-Antoine.,1310.0
,1er juin 1310,1310.0,"La béguine Marguerite Porète, hérétique, et un juif converti relaps, sont brûlés vifs.",1310.0
,5 juin 1311,1311.0,Fin des interrogatoires de la commission pontificale de Paris.,1311.0
,Août 1311,1311.0,"Le roi remet aux religieuses de Poissy le cimetière juif, rue de la Harpe, pour 1000 l. t.",1311.0
,Septembre 1311,1311.0,Pierre Marcel cède au roi sa maison pour que celui-ci puisse agrandir son palais.,1311.0
,9 septembre 1311,1311.0,"Fondation du collège d'Harcourt, rue Saint-Cosme, proche de la porte d'Enfer.",1311.0
,Fin mars 1312,1312.0,Les biens des templiers sont repris par les frères hospitaliers de St-Jean-de-Jérusalem.,1312.0
,22 juin 1312,1312.0,"L'évêque de Paris, Guillaume Baufet, ratifie la fondation du collège d'Harcourt.",1312.0
,18 octobre 1312,1312.0,"Mort de Betin Cassinel, immigré lombard, maître des monnaies à Paris.",1312.0
,Début 1313,1313.0,"Levée d'une taille pour la chevalerie de Louis, fils de Philippe le Bel.",1313.0
,23 mai 1313,1313.0,Le roi ordonne au prévôt des marchands de construire un quai devant l'hôtel de Nesle.,1313.0
,Pentecôte 1313,1313.0,Fêtes pour l'inauguration du palais rénové et pour la chevalerie de Louis de Navarre.,1313.0
,Janvier 1314,1314.0,Le roi confirme la fondation du collège de Laon-Presles situé rue du Clos-Bruneau.,1314.0
,19 janvier 1314,1314.0,Une ordonnance royale confirme la mainmise d'Enguerrand de Marigny sur le Trésor.,1314.0
,18 mars 1314,1314.0,"Sur le parvis Notre-Dame, J. de Molay et trois autres templiers renient leurs aveux.",1314.0
,Soir du18 mars 1314,1314.0,"Jacques de Molay et Geoffroy de Charney, relaps, sont brûlés sur l'Ile aux Juifs.",1314.0
,9 avril 1314,1314.0,"Marguerite, Blanche et Jeanne de Navarre sont arrêtées et accusées d'adultère.",1314.0
,1er août 1314,1314.0,Le prévôt Etienne Barbette et les bourgeois acceptent un effort financier pour le roi.,1314.0
,Août 1314,1314.0,Nobles et bourgeois sont exaspérés par la taxe de 10 deniers par livre sur toute vente.,1314.0
,29 novembre 1314,1314.0,On apprend la mort de Philippe le Bel. Louis X [le Hutin] devient roi de France.,1314.0
,1er décembre 1314,1314.0,Le corps de Philippe le Bel est ramené à Paris par la Seine et déposé aux Bernardins.,1314.0
,2 décembre 1314,1314.0,Obsèques de Philippe le Bel à Notre-Dame.,1314.0
,13 décembre 1314,1314.0,Fondation du collège de Montaigu.,1314.0
,10 mars 1315,1315.0,Le roi fait arrêter Enguerrand de Marigny. Il est mis en prison dans la tour du Louvre.,1315.0
,30 avril 1315,1315.0,"Enguerrand de Marigny, conseiller du roi, est pendu à Montfaucon pour prévarication.",1315.0
,Avril-juillet 1315,1315.0,Pluies quasi-continuelles : la Seine sort de son lit.,1315.0
,Juillet 1315,1315.0,"Nombreuses processions entre Paris et Saint-Denis, pour faire cesser la pluie.",1315.0
,28 juillet 1315,1315.0,Les Juifs sont autorisés à revenir s'installer à Paris.,1315.0
,Hiver 1315-1316,1316.0,Les ponts de Paris sont brisés par la débâcle.,1315.0
,Printemps 1316,1316.0,La faiblesse des récoltes fait flamber le cours des céréales.,1316.0
,8 juin 1316,1316.0,"Le corps du roi Louis X, mort au château de Vincennes le matin même, arrive à Paris.",1316.0
,12-16 juillet 1316,1316.0,"Philippe, comte de Poitiers, vient s'imposer comme régent de Jeanne, fille de Louis X",1316.0
,17 juillet 1316,1316.0,Philippe réunit une assemblée de la noblesse pour régler les questions de succession.,1316.0
,Août 1316,1316.0,Paris apprend l'élection du nouveau pape Jean XXII [Jacques Duèze].,1316.0
,Novembre 1316,1316.0,Robert d'Artois est emprisonné au Châtelet puis à Saint-Germain-des-Prés.,1316.0
,15 novembre 1316,1316.0,"Naissance de Jean, fils du roi défunt Louis X.",1316.0
,19 novembre 1316,1316.0,"Jean 1er, héritier de la couronne, meurt âgé de 5 jours.",1316.0
,3 décembre 1316,1316.0,Une  ordonnance réglemente sévèrement le déroulement des séances du Parlement.,1316.0
,1317,1317.0,Galéran Nicolaï de Grève fonde un collège pour les écoliers de Cornouailles.,1317.0
,Début janvier 1317,1317.0,Philippe de Poitiers part à Reims pour son sacre et son couronnement.,1317.0
,2-3 février 1317,1317.0,Philippe réunit une assemblée de nobles et de prélats pour légitimer son sacre.,1317.0
,16 février 1317,1317.0,"Mort de Louis, fils unique du roi Philippe. Il est enterré aux Jacobins.",1317.0
,25 mars 1317,1317.0,Le roi Philippe V [le Long] fait sortir Robert d'Artois de sa prison.,1317.0
,Avril 1317,1317.0,Le roi rassemble les États de la nation pour voter un impôt qui financera la croisade.,1317.0
,Juin 1317,1317.0,Le squelette d'Enguerrand de Marigny est dépendu du gibet.,1317.0
,Fin septembre 1317,1317.0,"On annonce la mort de Robert, fils d'Othon de Bourgogne et de Mahaut d'Artois.",1317.0
,Janvier 1318,1318.0,Le grand Conseil prononce l'affranchissement des serfs du domaine royal.,1318.0
,Février 1318,1318.0,Le Conseil royal innocente Guillaume d'Harcourt en appel et déboute le Parlement.,1318.0
,Mars 1318,1318.0,Bénédiction du nouveau monastère des Carmes.,1318.0
,27 mars 1318,1318.0,"Signature d'un traité entre le roi, le duc de Bourgogne et sa mère Agnès.",1318.0
,1319,1319.0,Philippe le Long fait don de l'hôtel de Nesle à sa femme Jeanne de Bourgogne.,1319.0
,18 février 1319,1319.0,La reine Jeanne pose la première pierre de l'hôpital Saint-Jacques-aux-Pèlerins.,1319.0
,23 mars 1319,1319.0,"A Longchamp, début d'une conférence relative aux querelles d'Artois.",1319.0
,Mai 1319,1319.0,La veuve d'Enguerrand de Marigny est blanchie par le Conseil royal.,1319.0
,22 mai 1319,1319.0,"Inhumation de Louis, comte d'Évreux, dans l'église des Frères Prêcheurs.",1319.0
,31 mai 1319,1319.0,"Le cardinal Gaucelin, venu de Rome, et le roi négocient une paix avec les Flamands.",1319.0
,8 juillet 1319,1319.0,Fondation de la chantrerie de la Sainte-Chapelle.,1319.0
,30 décembre 1319,1319.0,"Mort de Guillaume Baufet, évêque de Paris.",1319.0
,Janvier 1320,1320.0,Une ordonnance royale réforme le fonctionnement de la Chambre des comptes.,1320.0
,3 janvier 1320,1320.0,Le roi et le Grand Conseil en réunion approuvent le traité de paix avec les Flamands.,1320.0
,Avril 1320,1320.0,Philippe le Long autorise les pelletiers et les meuniers à rétablir leur confrérie.,1320.0
,3 mai 1320,1320.0,Les Pastoureaux arrivent par centaines et entraînent la foule dans leur mouvement.,1320.0
,5 mai 1320,1320.0,Robert de Béthune vient au palais royal et jure d'appliquer les conventions de paix.,1320.0
,24 juillet 1320,1320.0,Joutes bourgeoises dans l'Ile aux Juifs à l'occasion du mariage de la fille du roi.,1320.0
,25 juillet 1320,1320.0,Le prévôt Henri de Taperel est pendu pour avoir fait exécuter un innocent.,1320.0
,8 septembre 1320,1320.0,Etienne de Bouret est évêque de Paris.,1320.0
,Janvier 1321,1321.0,Le roi autorise les oubliers à rétablir leur confrérie en l'honneur de saint Michel.,1321.0
,Mai 1321,1321.0,Le Conseil royal innocente Jean Lointier accusé de vols par Bertrand de Corbie.,1321.0
,Automne 1321,1321.0,"Ostension des Saintes Reliques, de Saint-Denis à Longchamp, pour la guérison du roi.",1321.0
,Début décembre 1321,1321.0,"Fondation du collège de Cornouailles, rue des Plâtriers.",1321.0
,19 décembre 1321,1321.0,"Mort d'Etienne Barbette, voyer de Paris puis prévôt des marchands.",1321.0
,3 janvier 1322,1322.0,Philippe V meurt à Longchamp à l'âge de 28 ans. Son frère Charles [IV] lui succède.,1322.0
,7-8 janvier 1322,1322.0,"Le corps du roi est porté à Notre-Dame, puis à Saint-Denis.",1322.0
,Fin janvier 1322,1322.0,"Inhumation aux Cordeliers de Marie, veuve de Philippe III. Son cour va aux Jacobins.",1322.0
,Mars 1322,1322.0,Le roi autorise la construction de l'église et de l'hôpital Saint-Jacques-aux-Pèlerins.,1322.0
,22 juillet 1322,1322.0,"Mort de Louis 1er, comte de Nevers. Il est enterré chez les Frères Mineurs [Cordeliers]",1322.0
,Août 1322,1322.0,Le pape Jean XXII approuve la fondation de l'hôpital Saint-Jacques-aux-Pèlerins.,1322.0
,2 janvier 1323,1323.0,"Fondation du collège Saint-Martin, dit collège du Plessis, rue Saint-Jacques.",1323.0
,8 mai 1323,1323.0,"Jourdain de L'Isle, noble gascon, est pendu pour viol, meurtre et autres méfaits.",1323.0
,Été 1323,1323.0,Paris est touché par une grave épidémie.,1323.0
,7 décembre 1323,1323.0,Jean du Prieuré et Jean de Persan sont mis au bûcher pour hérésie et sorcellerie.,1323.0
,Début 1324,1324.0,Refondation des collèges de Laon et de Presles.,1324.0
,20 avril 1325,1325.0,Fondation du collège de Tréguier.,1325.0
,18 février 1325,1325.0,"Étienne de Bouret réhabilite certaines thèses de saint Thomas, condamnées en 1277.",1325.0
,Été 1325,1325.0,Sécheresse et grandes chaleurs.,1325.0
,24 novembre 1325,1325.0,"Mort d'Étienne de Bouret, évêque de Paris.",1325.0
,Décembre 1325,1325.0,La Seine gèle profondément.,1325.0
,Fin décembre 1325,1325.0,"Le Grand-Pont et le Petit-Pont, tous deux en bois, sont rompus.",1325.0
,Début janvier 1326,1326.0,On fait des dons aux pauvres pour qu'ils prient pour Charles de Valois très malade.,1326.0
,14 janvier 1326,1326.0,Hugues de Besançon devient évêque de Paris.,1326.0
,28 février 1326,1326.0,Fondation du collège des Écossais.,1326.0
,21 mars 1326,1326.0,Louis de Clermont clame à Notre-Dame qu'il reporte son départ pour la Terre Sainte.,1326.0
,Printemps 1326,1326.0,Inhumation de Charles de Valois au monastère des Chartreux.,1326.0
,18 mai 1326,1326.0,"Pose de la première pierre de l'église du Saint-Sépulcre, rue Saint-Denis.",1326.0
,24 mai 1326,1326.0,Pose de la première pierre de la nouvelle chapelle de la Sorbonne.,1326.0
,1327,1327.0,"Fondation, par Guy de Laon, du collège de Laon, rue du Clos-Bruneau.",1327.0
,27 avril 1327,1327.0,"Alphonse d'Espagne, arrière-petit-fils de saint Louis, est inhumé aux Jacobins.",1327.0
,1er février 1328,1328.0,Le roi Charles IV le Bel meurt au château de Vincennes.,1328.0
,Février 1328,1328.0,Avènement et régence de Philippe VI de Valois.,1328.0
,25 avril 1328,1328.0,"Pierre Remy, trésorier des finances, est pendu à Montfaucon pour malversations.",1328.0
,13 juin 1328,1328.0,Entrée solennelle de Philippe VI par la porte Saint-Denis.,1328.0
,28 janvier 1329,1329.0,"Fondation du collège de Marmoutier, rue Saint-Jacques.",1329.0
,27 octobre 1329,1329.0,La comtesse Mahaut d'Artois meurt en son hôtel parisien.,1329.0
,27 janvier 1330,1330.0,Jeanne de Bourgogne est inhumée au couvent des Cordeliers.,1330.0
,Août 1330,1330.0,Grandes joutes bourgeoises à la Couture Saint-Martin.,1330.0
,Novembre 1330,1330.0,Le roi fait saisir les biens des Lombards qui pratiquent l'usure à Paris.,1330.0
,Novembre 1330,1330.0,L'hôtel de Nesle est vendu au roi pour financer la fondation du collège de Bourgogne.,1330.0
,19 novembre 1330,1330.0,Jean de Milon est nommé prévôt de Paris.,1330.0
,14 août 1332,1332.0,"Fondation du collège de Marmoutier, par division du collège du Plessis.",1332.0
,5 février 1332,1332.0,"Fondation du collège de Bourgogne, rue des Cordeliers.",1332.0
,Mai 1332,1332.0,Le roi donne à son fils la maison que Robert d'Artois avait rue St-Germain-des-Prés.,1332.0
,Mai 1332,1332.0,"Le roi donne l'hôtel de Nesle à sa femme, Jeanne de Bourgogne.",1332.0
,29 juillet 1332,1332.0,"Mort de Hugues de Besançon, évêque de Paris.",1332.0
,18 août 1332,1332.0,Guillaume V de Chanac devient évêque de Paris.,1332.0
,7 mars 1333,1333.0,"Fondation du collège de Tours, rue de la Harpe.",1333.0
,Mai 1333,1333.0,"Fondation du collège des Lombards, rue des Carmes.",1333.0
,Août 1334,1334.0,Le roi autorise les religieux des Blancs-Manteaux à percer une porte dans sa muraille.,1334.0
,Juin 1336,1336.0,"Fondation du collège de Lisieux, rue Saint-Étienne-des-Grès.",1336.0
,21 juillet 1336,1336.0,L'ancien prévôt de Paris Hugues de Crusy est pendu pour crime de lèse-majesté.,1336.0
,Été 1338,1338.0,Début de la construction de l'église du collège des Bernardins.,1338.0
,21 juin1339,,Fondation du collège de l'Ave Maria par Jean de Hubant.,
,25 juin 1339,1339.0,"Exécution de Béthin de Saint-Denis, coupable de forfaiture.",1339.0
,8 octobre 1340,1340.0,Le collège de Laon a été transféré rue de la Montagne-Sainte-Geneviève.,1340.0
,29 décembre 1340,1340.0,Les thèses de Guillaume d'Ockham sont condamnées par l'Université.,1340.0
,1er août 1341,1341.0,"Fondation du collège du cardinal Bertrand, dit collège d'Autun, rue St-André-des-Arts",1341.0
,23 février 1342,1342.0,Vaugirard est érigé en paroisse [Notre-Dame].,1342.0
,27 novembre 1342,1342.0,Foulques de Chanac succède à Guillaume de Chanac comme évêque de Paris.,1342.0
,Avril 1343,1343.0,Le pape Clément VI approuve l'érection de la chapelle de St-Julien-des-Ménestriers.,1343.0
,2 août 1343,1343.0,Olivier de Clisson est décapité aux Halles.,1343.0
,29 novembre 1343,1343.0,Dix chevaliers bretons du parti de Jean de Montfort sont décapités.,1343.0
,30 novembre 1343,1343.0,Le duc Eudes de Bourgogne arrive à Paris.,1343.0
,3 décembre 1343,1343.0,"Enterrement aux Jacobins du cour de Philippe d'Évreux, roi de Navarre.",1343.0
,11 mars 1345,1345.0,Ordonnance royale pour la réforme du Parlement qui devient permanent.,1345.0
,19 juin 1345,1345.0,Le patronage des paroisses de Saint-André et de Saint-Côme revient à l'Université.,1345.0
,Juillet 1345,1345.0,Le prévôt des marchands Jean Pizdoue est anobli par le roi Philippe le Long.,1345.0
,6 octobre 1345,1345.0,Les Parisiens accordent au roi une aide de 28 000 livres pour financer ses troupes.,1345.0
,2 février 1346,1346.0,Ouverture des États de langue d'oïl.,1346.0
,Mars 1346,1346.0,Nouvelle aide financière des Parisiens pour l'armée du roi.,1346.0
,Juillet 1346,1346.0,"L'inquiétude grandit à l'approche des troupes d'Édouard III, le roi d'Angleterre.",1346.0
,12 août 1346,1346.0,Le roi ordonne la destruction de maisons bâties trop près des remparts.,1346.0
,15 août 1346,1346.0,L'annonce du départ du roi dans la nuit entraîne un début de panique.,1346.0
,Fin août 1346,1346.0,L'annonce de la défaite de Crécy provoque la colère des Parisiens.,1346.0
,20 février 1347,1347.0,Expulsion des Lombards pratiquant l'usure à Paris.,1347.0
,24 juillet 1347,1347.0,Consécration de la nouvelle chapelle du collège de Sorbonne.,1347.0
,25 octobre 1347,1347.0,"Arrestation et emprisonnement de Pierre des Essarts, maître des Comptes.",1347.0
,14 novembre 1347,1347.0,Ouverture des États qui décideront d'une aide financière au roi.,1347.0
,24 décembre 1347,1347.0,Les États accordent au roi des subsides sous certaines conditions.,1347.0
,1348,1348.0,"Fondation du collège des Trois-évêques [de Cambrai], rue de l'Hôpital.",1348.0
,Début 1348,1348.0,Pierre des Essarts est libéré de prison contre une amende de 50 000 livres.,1348.0
,22 février 1348,1348.0,Le prévôt fait crier à Paris la nouvelle ordonnance du roi contre les blasphémateurs.,1348.0
,23 juillet 1348,1348.0,"Adam de Hourdain, conseiller du roi, est pendu au gibet, condamné pour corruption.",1348.0
,Fin août 1348,1348.0,La peste commence à faire des victimes dans Paris.,1348.0
,7 février 1348,1348.0,Le prévôt impose aux Parisiens de transporter leurs ordures à la voirie.,1348.0
,Mai 1349,1349.0,"Au plus fort de l'épidémie de peste, le Conseil royal décide de quitter Paris.",1349.0
,25 juillet 1349,1349.0,"Foulques de Chanac, évêque de Paris, meurt de la peste.",1349.0
,29 août 1349,1349.0,"Mort de Jean Justice, conseiller du roi. Ses biens iront à la fondation d'un collège.",1349.0
,Septembre 1349,1349.0,Mort de Pierre des Essarts. Son gendre Étienne Marcel refuse sa succession.,1349.0
,12 septembre 1349,1349.0,Audoin Aubert est évêque de Paris.,1349.0
,Janvier 1350,1350.0,On constate enfin une décrue de l'épidémie de peste.,1350.0
,23 août 1350,1350.0,On apprend la mort du roi Philippe VI à Nogent-le-Roi.,1350.0
,17 octobre 1350,1350.0,Le roi Jean II fait son entrée solennelle dans la capitale et se rend à Notre-Dame.,1350.0
,16 novembre 1350,1350.0,"Exécution du connétable Raoul de Brienne, comte d'Eu, à l'hôtel de Nesle.",1350.0
,25 décembre 1350,1350.0,Pierre de la Forêt succède à Audoin Aubert comme évêque de Paris.,1350.0
,Janvier 1351,1351.0,Grande ordonnance royale sur les prix et les salaires.,1351.0
,8 février 1351,1351.0,Ouverture des États au Parlement pour traiter des problèmes financiers du royaume.,1351.0
,16 février 1352,1352.0,Jean de Meulan succède à Pierre de la Forêt comme évêque de Paris.,1352.0
,17 février 1352,1352.0,Le roi réhabilite Pierre des Essarts et fait rembourser l'amende perçue en 1347.,1352.0
,Juillet 1353,1353.0,"Fondation du collège de Mignon, rue des Petits-Champs.",1353.0
,15 septembre 1354,1354.0,Le roi Jean quitte Paris.,1354.0
,26 septembre 1355,1355.0,Ordonnance royale qui reporte à Pâques prochain le paiement des gages des officiers.,1355.0
,9 octobre 1355,1355.0,Convocation des États généraux pour le 30 novembre.,1355.0
,2 décembre 1355,1355.0,Étienne Marcel s'impose dès la première séance des États.,1355.0
,Janvier 1356,1356.0,Les États généraux accordent un impôt de 8 deniers par livre sur toutes les ventes. ,1356.0
,1er mars 1356,1356.0,Nouvelle session des États pour constater que l'impôt rentre mal.,1356.0
,5 avril 1356,1356.0,"Charles de Navarre, arrêté à Rouen par le roi, est enfermé au Louvre puis au Châtelet.",1356.0
,8 mai 1356,1356.0,Ouverture d'une nouvelle session des États.,1356.0
,26 mai 1356,1356.0,Clôture des États. Une ordonnance modifie la perception de l'impôt.,1356.0
,Fin septembre 1356,1356.0,La nouvelle du désastre de Poitiers provoque une émotion considérable à Paris.,1356.0
,29 septembre 1356,1356.0,"De retour à Paris, le dauphin Charles convoque les trois États.",1356.0
,4 octobre 1356,1356.0,Nicole Oresme devient grand maître du collège de Navarre.,1356.0
,15 octobre 1356,1356.0,Étienne Marcel et la municipalité vont faire construire un mur pour protéger Paris.,1356.0
,17 octobre 1356,1356.0,"Nouvelle session des États. Robert le Coq, évêque de Laon, mène les débats.",1356.0
,31 octobre 1356,1356.0,Une délégation présente - en vain - au dauphin les exigences de l'assemblée.,1356.0
,2 novembre 1356,1356.0,Le dauphin dissout les États et quitte Paris.,1356.0
,3 novembre 1356,1356.0,"Aux Cordeliers, violent discours de Robert le Coq contre les conseillers du roi.",1356.0
,10 décembre 1356,1356.0,Les Parisiens sont exaspérés par la nouvelle ordonnance dévaluant la monnaie.,1356.0
,12 décembre 1356,1356.0,Etienne Marcel demande au comte d'Anjou que cette décision soit annulée.,1356.0
,14 janvier 1357,1357.0,"Le dauphin Charles, de retour de Metz, fait son entrée à Paris.",1357.0
,19 janvier 1357,1357.0,Discussions serrées entre le dauphin et Étienne Marcel au sujet des monnaies.,1357.0
,20 janvier 1357,1357.0,Charles renonce à la nouvelle monnaie et éloigne ses conseillers les plus décriés.,1357.0
,5 février 1357,1357.0,Nouvelle session des États généraux aux Cordeliers. Les Parisiens s'imposent.,1357.0
,3 mars 1357,1357.0,Les États accordent au dauphin une aide financière dont elle contrôlera la répartition.,1357.0
,5 avril 1357,1357.0,"Le roi Jean, prisonnier, informe les Parisiens qu'un traité avec les Anglais est conclu.",1357.0
,30 avril 1357,1357.0,"Malgré l'interdiction du roi Jean, une nouvelle session des États est ouverte.",1357.0
,7 juillet 1357,1357.0,Etienne Marcel achète la Maison aux Piliers pour y fixer la prévôté des marchands.,1357.0
,15 août 1357,1357.0,Le dauphin fait dire à Étienne Marcel et aux échevins qu'il veut gouverner seul.,1357.0
,15 octobre 1357,1357.0,Le dauphin se voit obligé de convoquer à nouveau les États généraux.,1357.0
,7 novembre 1357,1357.0,Ouverture d'une session des États aux Cordeliers.,1357.0
,17 novembre 1357,1357.0,"Fondation du collège de Boncourt, rue Sainte-Geneviève.",1357.0
,29 novembre 1357,1357.0,Le roi de Navarre libéré est conduit à l'abbaye Saint-Germain-des-Prés.,1357.0
,30 novembre 1357,1357.0,Charles le Mauvais s'adresse aux Parisiens au Pré-aux-Clerc où il est acclamé.,1357.0
,3 décembre 1357,1357.0,Une délégation parisienne demande au dauphin de se réconcilier avec le Mauvais.,1357.0
,13 décembre 1357,1357.0,Charles le Mauvais quitte Paris.,1357.0
,11 janvier 1358,1358.0,"Aux Halles, le dauphin s'adresse aux Parisiens pour les rassurer.",1358.0
,12 janvier 1358,1358.0,"A l'hôpital Saint-Jean, Étienne Marcel et le dauphin tentent chacun de convaincre.",1358.0
,13 janvier 1358,1358.0,Le dauphin convoque au palais les Corps des métiers pour s'assurer de leur fidélité.,1358.0
,14 janvier 1358,1358.0,Ouverture d'une nouvelle session des États aux Cordeliers.,1358.0
,23 janvier 1358,1358.0,Les États se terminent par un accord sur le produit des impôts.,1358.0
,24 janvier 1358,1358.0,"A la suite d'une querelle d'argent, le changeur Perrin Marc tue le trésorier Jean Baillet.",1358.0
,24-25 janvier 1358,1358.0,"De nuit, le prévôt force les portes de Saint-Merry pour en extraire Perrin Marc.",1358.0
,25 janvier 1358,1358.0,Perrin Marc est mutilé puis pendu à Montfaucon sur ordre du dauphin.,1358.0
,26 janvier 1358,1358.0,L'évêque de Paris obtient la restitution du corps du supplicié.,1358.0
,27 janvier 1358,1358.0,Perrin Marc et Jean Baillet sont inhumés par leurs partisans respectifs.,1358.0
,27 janvier 1358,1358.0,Arrivée à Paris des envoyés du roi Jean qui font connaître les clauses du traité de paix.,1358.0
,11 février 1358,1358.0,Nouvelle session des États. La noblesse n'y participe pas.,1358.0
,21 février 1358,1358.0,Les États modifient la répartition de l'impôt voté le 3 mars 1357.,1358.0
,22 février 1358,1358.0,"La foule, menée par Étienne Marcel se rassemble à Saint-Éloi puis envahit le Palais.",1358.0
,22 février 1358,1358.0,Les maréchaux de Champagne et de Normandie sont tués sous les yeux du dauphin.,1358.0
,23 février 1358,1358.0,"Au couvent des Augustins, Étienne Marcel justifie l'assassinat des maréchaux.",1358.0
,24 février 1358,1358.0,"Au Parlement, le dauphin promet de faire respecter l'ordonnance du 3 mars 1357.",1358.0
,26 février 1358,1358.0,Retour du roi de Navarre. Étienne Marcel lui demande son appui.,1358.0
,12 mars 1358,1358.0,Un accord est conclu entre le dauphin et Charles de Navarre.,1358.0
,14 mars 1358,1358.0,Le dauphin Charles prend officiellement le titre de régent du royaume.,1358.0
,25 mars 1358,1358.0,"Charles, maintenant régent, quitte Paris pour Senlis.",1358.0
,Fin mars 1358,1358.0,Une troupe de Parisiens en armes partent à Corbeil se confronter à l'armée du régent.,1358.0
,10-18 avril 1358,1358.0,Étienne Marcel et le régent s'opposent par lettres et délégations interposées.,1358.0
,18 avril 1358,1358.0,Les hommes de d'Étienne Marcel saisissent de nombreuses armes au Louvre.,1358.0
,2 mai 1358,1358.0,"Réunie aux Mathurins, la Faculté des Arts opte pour l'envoi de négociateurs au régent.",1358.0
,4 mai 1358,1358.0,Le roi de Navarre rentre à Paris avec ses troupes.,1358.0
,5 mai 1358,1358.0,"Étienne Marcel, appuyé par Charles le Mauvais, rejette l'accord obtenu par la Faculté.",1358.0
,14 mai 1358,1358.0,Regnaud de Douy offre des orgues à l'église Saint-Séverin.,1358.0
,29 mai 1358,1358.0,Exécution de Jean Perret et Thomas Fouquant accusés de comploter pour le dauphin.,1358.0
,9 juin 1358,1358.0,"Des Parisiens, associés aux Jacques, sont écrasés devant Meaux.",1358.0
,14 juin 1358,1358.0,"Étienne Marcel ouvre les portes de Paris à Charles le Mauvais, roi de Navarre.",1358.0
,15 juin 1358,1358.0,Charles de Navarre est nommé capitaine de Paris.,1358.0
,8 juillet 1358,1358.0,La reine Jeanne de Boulogne favorise un accord entre le régent et Charles le Mauvais.,1358.0
,9 juillet 1358,1358.0,Étienne Marcel refuse d'entériner l'accord.,1358.0
,11 juillet 1358,1358.0,"Au Petit-Bercy, les troupes du régent repoussent des Parisiens sortis en armes.",1358.0
,19 juillet 1358,1358.0,"Faute d'argent pour ses troupes, le régent accepte de lever le siège de Paris.",1358.0
,21 juillet 1358,1358.0,Une violente rixe oppose des Parisiens à des mercenaires anglais du roi de Navarre.,1358.0
,22 juillet 1358,1358.0,"Place de Grève, la foule réclame la mort des mercenaires anglais prisonniers.",1358.0
,23-27 juillet 1358,1358.0,"On sent chez les Parisiens un revirement en faveur du régent, contre le Mauvais.",1358.0
,27 juillet 1358,1358.0,Étienne Marcel parvient à faire libérer les Anglais prisonniers.,1358.0
,31 juillet 1358,1358.0,Étienne Marcel est tué à la porte Saint-Antoine par Jean Maillard et ses hommes.,1358.0
,2 août 1358,1358.0,Retour du dauphin à Paris. Il promet le pardon aux habitants.,1358.0
,4 août 1358,1358.0,Plusieurs traitres et rebelles sont exécutés aux Halles.,1358.0
,10 août 1358,1358.0,Des lettres générales de rémission sont accordées aux Parisiens.,1358.0
,25 octobre 1358,1358.0,Colère des Parisiens après l'arrestation de vingt partisans d'Étienne Marcel.,1358.0
,2 novembre 1358,1358.0,Le prieuré Saint-Éloi est autorisé à établir une boucherie à la porte Baudoyer.,1358.0
,Fin novembre 1358,1358.0,Les suspects arrêtés le 25 octobre sont tous libérés.,1358.0
,25 mai 1359,1359.0,Les États à nouveau réunis refusent de ratifier le traité de paix du roi Jean.,1359.0
,7 avril 1360,1360.0,Le roi d'Angleterre et son armée occupent plusieurs villages au sud de Paris.,1360.0
,13 mai 1360,1360.0,Les Parisiens payent 24 000 écus aux Anglais pour le rachat de dix forts près de Paris.,1360.0
,15 novembre 1360,1360.0,On annonce que le Conseil du roi a décidé l'abolition générale des impôts.,1360.0
,21 avril 1361,1361.0,"A peine sorti de prison, Jean Poilevilain est nommé général maître des monnaies.",1361.0
,8 mai 1361,1361.0,"Le dauphin Charles achète l'hôtel d'Étampes, appelé Saint-Pol, pour 4 000 écus d'or.",1361.0
,13 mai 1361,1361.0,Jean Bernier est nommé prévôt de Paris.,1361.0
,1362,1362.0,Fondation de l'hôpital du Saint-Esprit.,1362.0
,1362,1362.0,"Le dauphin achète l'hôtel des abbés de Saint-Maur, rue Saint-Antoine.",1362.0
,Septembre 1362,1362.0,Recrudescence de l'épidémie de peste.,1362.0
,22 novembre 1363,1363.0,"Mort de Jean de Meulan, évêque de Paris.",1363.0
,11 décembre 1363,1363.0,Étienne de Paris est élu évêque de Paris.,1363.0
